SampleID;Index;Sample_Type;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Version;PlateID;QC_Warning;LOD;NPX;Normalization
C22007934;29;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;8.3888599999999993;IPC Normalized
C22007934;29;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.0909199999999999;IPC Normalized
C22007934;29;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;2.2877000000000001;IPC Normalized
C22007934;29;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;11.03096;IPC Normalized
C22007934;29;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;7.2858999999999998;IPC Normalized
C22007934;29;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;2.5707;IPC Normalized
C22007934;29;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;0.57120000000000004;IPC Normalized
C22007934;29;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;0.50219999999999998;IPC Normalized
C22007934;29;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;0.90473000000000003;IPC Normalized
C22007934;29;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;13.347049999999999;IPC Normalized
C22007934;29;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;5.7127400000000002;IPC Normalized
C22007934;29;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;7.5463199999999997;IPC Normalized
C22007934;29;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;7.87845;IPC Normalized
C22007934;29;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;0.75449999999999995;IPC Normalized
C22007934;29;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.9239199999999999;IPC Normalized
C22007934;29;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.26444;IPC Normalized
C22007934;29;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;7.5240600000000004;IPC Normalized
C22007934;29;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;6.0803500000000001;IPC Normalized
C22007934;29;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-1.10019;IPC Normalized
C22007934;29;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;9.5907199999999992;IPC Normalized
C22007934;29;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;2.6952699999999998;IPC Normalized
C22007934;29;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;8.9016500000000001;IPC Normalized
C22007934;29;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;5.9108499999999999;IPC Normalized
C22007934;29;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.04749;IPC Normalized
C22007934;29;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;1.2317400000000001;IPC Normalized
C22007934;29;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;1.79115;IPC Normalized
C22007934;29;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;7.7900299999999998;IPC Normalized
C22007934;29;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;2.43492;IPC Normalized
C22007934;29;SAMPLE;OID05548;P01375;TNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.23355000000000001;2.8337500000000002;IPC Normalized
C22007934;29;SAMPLE;OID00530;P55773;CCL23;0;Inflammation;v.3023;1362718174.csv;Pass;0.28276000000000001;8.5106199999999994;IPC Normalized
C22007934;29;SAMPLE;OID00531;P06127;CD5;0;Inflammation;v.3023;1362718174.csv;Pass;3.7010000000000001E-2;4.6819899999999999;IPC Normalized
C22007934;29;SAMPLE;OID00532;P10147;CCL3;0;Inflammation;v.3023;1362718174.csv;Pass;-3.092E-2;5.0826000000000002;IPC Normalized
C22007934;29;SAMPLE;OID00533;P49771;Flt3L;0;Inflammation;v.3023;1362718174.csv;Pass;0.85358000000000001;8.6788799999999995;IPC Normalized
C22007934;29;SAMPLE;OID00534;P80162;CXCL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.05339;7.75969;IPC Normalized
C22007934;29;SAMPLE;OID00535;P02778;CXCL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.4291;9.3136299999999999;IPC Normalized
C22007934;29;SAMPLE;OID00536;Q13541;4E-BP1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.53564000000000001;7.4474200000000002;IPC Normalized
C22007934;29;SAMPLE;OID00537;Q9NYY1;IL-20;0.15625;Inflammation;v.3023;1362718174.csv;Pass;0.17449000000000001;0.25569999999999998;IPC Normalized
C22007934;29;SAMPLE;OID00538;Q8IXJ6;SIRT2;0;Inflammation;v.3023;1362718174.csv;Pass;1.3910100000000001;2.5045600000000001;IPC Normalized
C22007934;29;SAMPLE;OID00539;Q9NRJ3;CCL28;0;Inflammation;v.3023;1362718174.csv;Pass;0.51137999999999995;4.7751099999999997;IPC Normalized
C22007934;29;SAMPLE;OID01213;Q8NFT8;DNER;0;Inflammation;v.3023;1362718174.csv;Pass;0.37741000000000002;7.9003500000000004;IPC Normalized
C22007934;29;SAMPLE;OID00541;P80511;EN-RAGE;0;Inflammation;v.3023;1362718174.csv;Pass;0.80910000000000004;1.70567;IPC Normalized
C22007934;29;SAMPLE;OID00542;P25942;CD40;0;Inflammation;v.3023;1362718174.csv;Pass;1.1812800000000001;10.44858;IPC Normalized
C22007934;29;SAMPLE;OID00543;O95760;IL33;0.96875;Inflammation;v.3023;1362718174.csv;Pass;0.41610000000000003;2.4170000000000001E-2;IPC Normalized
C22007934;29;SAMPLE;OID05547;P01579;IFN-gamma;0;Inflammation;v.3023;1362718174.csv;Pass;1.12774;6.3514200000000001;IPC Normalized
C22007934;29;SAMPLE;OID00545;O95750;FGF-19;0;Inflammation;v.3023;1362718174.csv;Pass;-0.44571;7.1785800000000002;IPC Normalized
C22007934;29;SAMPLE;OID00546;P05112;IL4;0.84375;Inflammation;v.3023;1362718174.csv;Pass;1.50342;1.33168;IPC Normalized
C22007934;29;SAMPLE;OID00547;P15018;LIF;0.75;Inflammation;v.3023;1362718174.csv;Pass;-0.13192999999999999;-0.24117;IPC Normalized
C22007934;29;SAMPLE;OID00548;Q99748;NRTN;0.34375;Inflammation;v.3023;1362718174.csv;Pass;0.72333000000000003;1.01766;IPC Normalized
C22007934;29;SAMPLE;OID00549;P80075;MCP-2;0;Inflammation;v.3023;1362718174.csv;Pass;1.4094;7.71617;IPC Normalized
C22007934;29;SAMPLE;OID00550;Q14790;CASP-8;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.95730999999999999;1.0912500000000001;IPC Normalized
C22007934;29;SAMPLE;OID00551;O15444;CCL25;0;Inflammation;v.3023;1362718174.csv;Pass;-9.6259999999999998E-2;6.2956300000000001;IPC Normalized
C22007934;29;SAMPLE;OID00552;P78423;CX3CL1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16051000000000001;2.91486;IPC Normalized
C22007934;29;SAMPLE;OID00553;Q07011;TNFRSF9;0;Inflammation;v.3023;1362718174.csv;Pass;1.2055199999999999;4.2950400000000002;IPC Normalized
C22007934;29;SAMPLE;OID00554;P20783;NT-3;0;Inflammation;v.3023;1362718174.csv;Pass;0.28952;2.7531599999999998;IPC Normalized
C22007934;29;SAMPLE;OID00555;O43508;TWEAK;0;Inflammation;v.3023;1362718174.csv;Pass;-1.0427200000000001;6.8911899999999999;IPC Normalized
C22007934;29;SAMPLE;OID00556;P78556;CCL20;0;Inflammation;v.3023;1362718174.csv;Pass;0.52571000000000001;7.1274499999999996;IPC Normalized
C22007934;29;SAMPLE;OID00557;P50225;ST1A1;0.21875;Inflammation;v.3023;1362718174.csv;Pass;-0.1724;-0.99604999999999999;IPC Normalized
C22007934;29;SAMPLE;OID00558;O95630;STAMBP;0;Inflammation;v.3023;1362718174.csv;Pass;0.28737000000000001;2.6210499999999999;IPC Normalized
C22007934;29;SAMPLE;OID00559;P05113;IL5;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.0183199999999999;0.2742;IPC Normalized
C22007934;29;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;4.6590199999999999;IPC Normalized
C22007934;29;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;3.1716199999999999;IPC Normalized
C22007934;29;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.2843599999999995;IPC Normalized
C22007938;30;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;4.9109699999999998;IPC Normalized
C22007938;30;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;10.36092;IPC Normalized
C22007938;30;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;9.0311800000000009;IPC Normalized
C22007938;30;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.59433999999999998;IPC Normalized
C22007938;30;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;1.7305900000000001;IPC Normalized
C22007938;30;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;1.79345;IPC Normalized
C22007938;30;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;5.1415899999999999;IPC Normalized
C22007938;30;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;1.9550700000000001;IPC Normalized
C22007938;30;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;11.15648;IPC Normalized
C22007938;30;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;7.7148199999999996;IPC Normalized
C22007938;30;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;10.97785;IPC Normalized
C22007938;30;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;3.5831300000000001;IPC Normalized
C22007938;30;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;4.2228700000000003;IPC Normalized
C22007938;30;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;11.34576;IPC Normalized
C22007938;30;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;3.0401699999999998;IPC Normalized
C22007938;30;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;7.7812200000000002;IPC Normalized
C22007938;30;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;2.29419;IPC Normalized
C22007938;30;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;6.3600099999999999;IPC Normalized
C22007938;30;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;1.6688799999999999;IPC Normalized
C22007938;30;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;6.2588100000000004;IPC Normalized
C22007938;30;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.92293;IPC Normalized
C22007938;30;SAMPLE;OID00492;P14784;IL-2RB;0.96875;Inflammation;v.3023;1362718174.csv;Pass;1.63581;1.60955;IPC Normalized
C22007938;30;SAMPLE;OID00493;P01583;IL-1 alpha;0.875;Inflammation;v.3023;1362718174.csv;Pass;-1.589;-2.3202400000000001;IPC Normalized
C22007938;30;SAMPLE;OID00494;P13725;OSM;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31086000000000003;6.0815799999999998;IPC Normalized
C22007938;30;SAMPLE;OID00495;P60568;IL2;1;Inflammation;v.3023;1362718174.csv;Pass;1.13513;0.80905000000000005;IPC Normalized
C22007938;30;SAMPLE;OID00496;P09341;CXCL1;0;Inflammation;v.3023;1362718174.csv;Pass;1.6355999999999999;9.8674800000000005;IPC Normalized
C22007938;30;SAMPLE;OID00497;Q969D9;TSLP;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.47404;1.04637;IPC Normalized
C22007938;30;SAMPLE;OID00498;P13236;CCL4;0;Inflammation;v.3023;1362718174.csv;Pass;0.11881;6.3164100000000003;IPC Normalized
C22007938;30;SAMPLE;OID00499;P30203;CD6;0;Inflammation;v.3023;1362718174.csv;Pass;0.17135;4.8255699999999999;IPC Normalized
C22007938;30;SAMPLE;OID00500;P21583;SCF;0;Inflammation;v.3023;1362718174.csv;Pass;1.0278499999999999;8.78552;IPC Normalized
C22007938;30;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;8.8623999999999992;IPC Normalized
C22007938;30;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.7443200000000001;IPC Normalized
C22007938;30;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;2.8074499999999998;IPC Normalized
C22007938;30;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;12.26118;IPC Normalized
C22007938;30;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;7.4248700000000003;IPC Normalized
C22007938;30;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;3.80538;IPC Normalized
C22007938;30;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;0.24023;IPC Normalized
C22007938;30;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;0.79849000000000003;IPC Normalized
C22007938;30;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;1.0036400000000001;IPC Normalized
C22007938;30;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;13.862780000000001;IPC Normalized
C22007938;30;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;5.6669999999999998;IPC Normalized
C22007938;30;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;7.6639999999999997;IPC Normalized
C22007938;30;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;8.8655100000000004;IPC Normalized
C22007938;30;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;1.5751900000000001;IPC Normalized
C22007938;30;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.8611399999999998;IPC Normalized
C22007938;30;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.4826299999999999;IPC Normalized
C22007938;30;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;8.4914500000000004;IPC Normalized
C22007938;30;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;6.5579099999999997;IPC Normalized
C22007938;30;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-1.0885100000000001;IPC Normalized
C22007938;30;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;7.8873100000000003;IPC Normalized
C22007938;30;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;2.1911800000000001;IPC Normalized
C22007938;30;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;9.7716100000000008;IPC Normalized
C22007938;30;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;7.1897000000000002;IPC Normalized
C22007938;30;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.1367700000000001;IPC Normalized
C22007938;30;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;0.81711;IPC Normalized
C22007938;30;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;1.50701;IPC Normalized
C22007938;30;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;8.0762;IPC Normalized
C22007938;30;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;5.9414999999999996;IPC Normalized
C22007938;30;SAMPLE;OID05548;P01375;TNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.23355000000000001;3.5253399999999999;IPC Normalized
C22007938;30;SAMPLE;OID00530;P55773;CCL23;0;Inflammation;v.3023;1362718174.csv;Pass;0.28276000000000001;9.0928799999999992;IPC Normalized
C22007938;30;SAMPLE;OID00531;P06127;CD5;0;Inflammation;v.3023;1362718174.csv;Pass;3.7010000000000001E-2;5.56576;IPC Normalized
C22007938;30;SAMPLE;OID00532;P10147;CCL3;0;Inflammation;v.3023;1362718174.csv;Pass;-3.092E-2;5.6137100000000002;IPC Normalized
C22007938;30;SAMPLE;OID00533;P49771;Flt3L;0;Inflammation;v.3023;1362718174.csv;Pass;0.85358000000000001;8.00108;IPC Normalized
C22007938;30;SAMPLE;OID00534;P80162;CXCL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.05339;8.0147999999999993;IPC Normalized
C22007938;30;SAMPLE;OID00535;P02778;CXCL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.4291;9.9296100000000003;IPC Normalized
C22007938;30;SAMPLE;OID00536;Q13541;4E-BP1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.53564000000000001;7.8305400000000001;IPC Normalized
C22007938;30;SAMPLE;OID00537;Q9NYY1;IL-20;0.15625;Inflammation;v.3023;1362718174.csv;Pass;0.17449000000000001;0.63022;IPC Normalized
C22007938;30;SAMPLE;OID00538;Q8IXJ6;SIRT2;0;Inflammation;v.3023;1362718174.csv;Pass;1.3910100000000001;4.0709999999999997;IPC Normalized
C22007938;30;SAMPLE;OID00539;Q9NRJ3;CCL28;0;Inflammation;v.3023;1362718174.csv;Pass;0.51137999999999995;5.2759099999999997;IPC Normalized
C22007938;30;SAMPLE;OID01213;Q8NFT8;DNER;0;Inflammation;v.3023;1362718174.csv;Pass;0.37741000000000002;7.3616200000000003;IPC Normalized
C22007938;30;SAMPLE;OID00541;P80511;EN-RAGE;0;Inflammation;v.3023;1362718174.csv;Pass;0.80910000000000004;2.2704399999999998;IPC Normalized
C22007938;30;SAMPLE;OID00542;P25942;CD40;0;Inflammation;v.3023;1362718174.csv;Pass;1.1812800000000001;10.276210000000001;IPC Normalized
C22007938;30;SAMPLE;OID00543;O95760;IL33;0.96875;Inflammation;v.3023;1362718174.csv;Pass;0.41610000000000003;-4.5240000000000002E-2;IPC Normalized
C22007938;30;SAMPLE;OID05547;P01579;IFN-gamma;0;Inflammation;v.3023;1362718174.csv;Pass;1.12774;5.6562700000000001;IPC Normalized
C22007938;30;SAMPLE;OID00545;O95750;FGF-19;0;Inflammation;v.3023;1362718174.csv;Pass;-0.44571;8.5525900000000004;IPC Normalized
C22007938;30;SAMPLE;OID00546;P05112;IL4;0.84375;Inflammation;v.3023;1362718174.csv;Pass;1.50342;1.5176700000000001;IPC Normalized
C22007938;30;SAMPLE;OID00547;P15018;LIF;0.75;Inflammation;v.3023;1362718174.csv;Pass;-0.13192999999999999;-8.6499999999999994E-2;IPC Normalized
C22007938;30;SAMPLE;OID00548;Q99748;NRTN;0.34375;Inflammation;v.3023;1362718174.csv;Pass;0.72333000000000003;1.0918600000000001;IPC Normalized
C22007938;30;SAMPLE;OID00549;P80075;MCP-2;0;Inflammation;v.3023;1362718174.csv;Pass;1.4094;8.3566299999999991;IPC Normalized
C22007938;30;SAMPLE;OID00550;Q14790;CASP-8;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.95730999999999999;2.12771;IPC Normalized
C22007938;30;SAMPLE;OID00551;O15444;CCL25;0;Inflammation;v.3023;1362718174.csv;Pass;-9.6259999999999998E-2;5.0345700000000004;IPC Normalized
C22007938;30;SAMPLE;OID00552;P78423;CX3CL1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16051000000000001;3.56447;IPC Normalized
C22007938;30;SAMPLE;OID00553;Q07011;TNFRSF9;0;Inflammation;v.3023;1362718174.csv;Pass;1.2055199999999999;5.2587299999999999;IPC Normalized
C22007938;30;SAMPLE;OID00554;P20783;NT-3;0;Inflammation;v.3023;1362718174.csv;Pass;0.28952;2.2120099999999998;IPC Normalized
C22007938;30;SAMPLE;OID00555;O43508;TWEAK;0;Inflammation;v.3023;1362718174.csv;Pass;-1.0427200000000001;6.9405099999999997;IPC Normalized
C22007938;30;SAMPLE;OID00556;P78556;CCL20;0;Inflammation;v.3023;1362718174.csv;Pass;0.52571000000000001;9.1396499999999996;IPC Normalized
C22007938;30;SAMPLE;OID00557;P50225;ST1A1;0.21875;Inflammation;v.3023;1362718174.csv;Pass;-0.1724;1.37802;IPC Normalized
C22007938;30;SAMPLE;OID00558;O95630;STAMBP;0;Inflammation;v.3023;1362718174.csv;Pass;0.28737000000000001;3.7999200000000002;IPC Normalized
C22007938;30;SAMPLE;OID00559;P05113;IL5;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.0183199999999999;1.9013500000000001;IPC Normalized
C22007938;30;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;4.8170500000000001;IPC Normalized
C22007938;30;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;3.7298200000000001;IPC Normalized
C22007938;30;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.6638699999999993;IPC Normalized
C22007915;1;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;3.1654900000000001;IPC Normalized
C22007915;1;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;9.5458099999999995;IPC Normalized
C22007915;1;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;6.9792699999999996;IPC Normalized
C22007915;1;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.36598999999999998;IPC Normalized
C22007915;1;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;1.52816;IPC Normalized
C22007915;1;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;1.36249;IPC Normalized
C22007915;1;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;5.00875;IPC Normalized
C22007915;1;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;2.0259299999999998;IPC Normalized
C22007915;1;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;10.307219999999999;IPC Normalized
C22007915;1;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;7.4786799999999998;IPC Normalized
C22007915;1;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;10.75455;IPC Normalized
C22007915;1;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;3.2804899999999999;IPC Normalized
C22007915;1;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;3.1631900000000002;IPC Normalized
C22007915;1;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;10.95819;IPC Normalized
C22007915;1;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;1.9875799999999999;IPC Normalized
C22007915;1;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;6.8398700000000003;IPC Normalized
C22007915;1;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;2.7085300000000001;IPC Normalized
C22007915;1;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;5.5087900000000003;IPC Normalized
C22007915;1;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;1.3070299999999999;IPC Normalized
C22007915;1;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;4.8594099999999996;IPC Normalized
C22007915;1;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.7024400000000002;IPC Normalized
